,Tweets,cleanedTweets
1583,"{""edit_history_tweet_ids"": [""1592232676022714368""], ""id"": ""1592232676022714368"", ""text"": ""@CamWill79995447 @TheRealKeean Where's Swalwell?""}
",        Wheres Swalwell 
1584,"{""edit_history_tweet_ids"": [""1592232681714376704""], ""id"": ""1592232681714376704"", ""text"": ""Justin Trudeau has lost the moral authority to govern. Will you join me in calling on him to resign? https://t.co/D3LgqOgN9I""}
",      Justin Trudeau has lost the moral authority to govern Will you join me in calling on him to resign  
1585,"{""edit_history_tweet_ids"": [""1592232722814373888""], ""id"": ""1592232722814373888"", ""text"": ""CANADA, Trudeau is in Cambodia and gives away another $330 million. Did anyone hear if PP had any reaction to the latest give away?\n\nAll you PP @CPC_HQ supporters can you please tell me why this is?""}
",      CANADA Trudeau is in Cambodia and gives away another  million D anyone hear if PP had any reaction to the latest give awaynnAll you PP  supporters can you please tell me why this is 
1586,"{""edit_history_tweet_ids"": [""1592232730896773120""], ""id"": ""1592232730896773120"", ""text"": ""@TheRealKeean Trudeau is going to give 1 billions to China and make some excuse""}
",       Trudeau is going to give  billions to China and make some excuse 
1587,"{""edit_history_tweet_ids"": [""1592232743123181568""], ""id"": ""1592232743123181568"", ""text"": ""@TheoFleury14 Amazing the crap you'll spew without a scintilla of evidence. No shame at all.""}
",       Amazing the crap youll spew without a scintilla of evence No shame at all 
1588,"{""edit_history_tweet_ids"": [""1592232742871105537""], ""id"": ""1592232742871105537"", ""text"": ""@TheoFleury14 We should send you to Ukraine on the front line, you dim-witted right wing fascist""}
",       We should send you to Ukraine on the front line you dimwitted right wing fascist 
1589,"{""edit_history_tweet_ids"": [""1592232762962247680""], ""id"": ""1592232762962247680"", ""text"": ""@MaxLagowski They\u2019re literally their puppets. How did they become the leaders of this world ? This is crazy to me. This isn\u2019t even a conspiracy anymore.""}
",       Theyure literally their puppets How d they become the leaders of this world  This is crazy to me This isnut even a conspiracy anymore 
1590,"{""edit_history_tweet_ids"": [""1592232766699376641""], ""id"": ""1592232766699376641"", ""text"": ""@jacksonhinklle i think the only thing canadians want less than trudeau leadership is american leadership lol""}
",       i think the only thing canadians want less than trudeau leadership is american leadership lol 
1591,"{""edit_history_tweet_ids"": [""1592232771682205696""], ""id"": ""1592232771682205696"", ""text"": ""@PierrePoilievre How much is the rebate?""}
",       How much is the rebate 
1592,"{""edit_history_tweet_ids"": [""1592232773015801859""], ""id"": ""1592232773015801859"", ""text"": ""@suzannealma Other countries see through Trudeau, Canadians put their blinders on.""}
",       Other countries see through Trudeau Canadians put their blinders on 
1593,"{""edit_history_tweet_ids"": [""1592232784034160641""], ""id"": ""1592232784034160641"", ""text"": ""And his sidekick Fidel Trudeau Jr""}
",      And his sekick Fel Trudeau Jr 
1594,"{""edit_history_tweet_ids"": [""1592232789596045317""], ""id"": ""1592232789596045317"", ""text"": ""@ezralevant I expect no more or less from a man who married his dead brother's girlfriend""}
",       I expect no more or less from a man who married his dead brothers girlfriend 
1595,"{""edit_history_tweet_ids"": [""1592232799721095168""], ""id"": ""1592232799721095168"", ""text"": ""@bcbluecon Trudeau and the woke Liberals!""}
",       Trudeau and the woke Liberals 
1596,"{""edit_history_tweet_ids"": [""1592232833615278080""], ""id"": ""1592232833615278080"", ""text"": ""@PierrePoilievre Here\u2019s why!  Big corporations own the conservatives. Good truckers kept working thru the convoy.  Combination of corporate greed and punishment for the good truckers trying to get them to protest the liberal govt for the taxes.  Look past the obvious to the slimy underbelly""}
",       Hereus why  Big corporations own the conservatives Good truckers kept working thru the convoy  Combination of corporate greed and punishment for the good truckers trying to get them to protest the liberal govt for the taxes  Look past the obvious to the slimy underbelly 
1597,"{""edit_history_tweet_ids"": [""1592232838551568384""], ""id"": ""1592232838551568384"", ""text"": ""@TheoFleury14 Meanwhile Canadians living in poverty, no clean drinking water.\nCall an election.""}
",       Meanwhile Canadians living in poverty no clean drinking waternCall an election 
1598,"{""edit_history_tweet_ids"": [""1592232857191460866""], ""id"": ""1592232857191460866"", ""text"": ""In a bold and targeted attack on the west and specifically Prime Minister Justin Trudeau of Canada, the Kremlin has banned Jim Carrey from traveling to Russia.  A shocked and unnamed spokesperson for the Canadian Prime Minister was overheard exclaiming, \u201cAlrighty then!\u201d@JimCarrey https://t.co/zG8wr05SVD""}
",      In a bold and targeted attack on the west and specifically Prime Minister Justin Trudeau of Canada the Kremlin has banned Jim Carrey from traveling to Russia  A shocked and unnamed spokesperson for the Canadian Prime Minister was overheard exclaiming ucAlrighty thenud  
1599,"{""edit_history_tweet_ids"": [""1592232887138811904""], ""id"": ""1592232887138811904"", ""text"": ""@thevivafrei @JustinTrudeau I surely hope you take full advantage off these Canadian services yourself, you fucking Nazi!""}
",        I surely hope you take full advantage off these Canadian services yourself you fucking Nazi 
1600,"{""edit_history_tweet_ids"": [""1592232911872602112""], ""id"": ""1592232911872602112"", ""text"": ""@TheoFleury14 When will we stop the madness!!??""}
",       When will we stop the madness 
1601,"{""edit_history_tweet_ids"": [""1592232910492692480""], ""id"": ""1592232910492692480"", ""text"": ""Diesel now $3/litre in parts of Canada.\nStop the tax hikes - @NDP @bcndp \n@liberal_party @LiberalQuebec DO NOT CARE ABOUT CANADIANS - Stop the tax hikes - @NDP @bcndp \n@liberal_party @LiberalQuebec @PEILiberalParty @LiberalPartyNS @LiberalPartyMB @saskndp \nhttps://t.co/FmVKyfBPQl""}
",      Diesel now litre in parts of CanadanStop the tax hikes    n  DO NOT CARE ABOUT CANADIANS  Stop the tax hikes    n      n 
1602,"{""edit_history_tweet_ids"": [""1592232911792934913""], ""id"": ""1592232911792934913"", ""text"": ""@BryanPassifiume So we waited 5 months to get a letter telling us mayne in the next few months we might have childrens medicine.\n\nER's are busting at the seam we are told.\n\nAnd Justin Trudeau is giving all our money away to other countries.\n\nHis priorities are not Canada's priorities.""}
",       So we waited  months to get a letter telling us mayne in the next few months we might have childrens medicinennERs are busting at the seam we are toldnnAnd Justin Trudeau is giving all our money away to other countriesnnHis priorities are not Canadas priorities 
1603,"{""edit_history_tweet_ids"": [""1592232911755177986""], ""id"": ""1592232911755177986"", ""text"": ""Canada 2022 - Medical Assistance In Dying (MAID) seems to be an option being offered to save the health  system some money.  \nThe take away from this is: You may live quite a while but are becoming too expensive to look after, so best you die instead.\nSomething way wrong there! https://t.co/ZiPxovaQD1""}
",      Canada   Medical Assistance In Dying MAID seems to be an option being offered to save the health  system some money  nThe take away from this is You may live quite a while but are becoming too expensive to look after so best you die insteadnSomething way wrong there  
1604,"{""edit_history_tweet_ids"": [""1592232918000504833""], ""id"": ""1592232918000504833"", ""text"": ""Diesel now $3/litre in parts of Canada.\nStop the tax hikes - @NDP @bcndp \n@liberal_party @LiberalQuebec DO NOT CARE ABOUT CANADIANS - Stop the tax hikes - @NDP @bcndp \n@liberal_party @LiberalQuebec @PEILiberalParty @LiberalPartyNS @LiberalPartyMB @TodaysNDPMB @OntarioNDP @CBC https://t.co/PWIu3DxWVH""}
",      Diesel now litre in parts of CanadanStop the tax hikes    n  DO NOT CARE ABOUT CANADIANS  Stop the tax hikes    n         
1605,"{""edit_history_tweet_ids"": [""1592232920370253824""], ""id"": ""1592232920370253824"", ""text"": ""Because it\u2019s not interference if it\u2019s welcomed. https://t.co/DaiCsR8aWW""}
",      Because itus not interference if itus welcomed  
1606,"{""edit_history_tweet_ids"": [""1592232925784842241""], ""id"": ""1592232925784842241"", ""text"": ""@GeraldJohnston1 Lol \ud83d\ude02 there has been rumours.""}
",       Lol uddude there has been rumours 
1607,"{""edit_history_tweet_ids"": [""1592232922744262657""], ""id"": ""1592232922744262657"", ""text"": ""Pierre Poilievre - Diesel now $3/litre in parts of Canada.\nTruckers who keep shelves stocked buy that fuel, so you pay higher prices on groceries &amp; everything else.\nStill the Trudeau-NDP #CostlyCoalition wants to TRIPLE the carbon tax on diesel.\n\nStop the tax hikes - @NDP @bcndp https://t.co/tdqmUXE65n""}
",      Pierre Poilievre  Diesel now litre in parts of CanadanTruckers who keep shelves stocked buy that fuel so you pay higher prices on groceries amp everything elsenStill the TrudeauNDP CostlyCoalition wants to TRIPLE the carbon tax on dieselnnStop the tax hikes     
1608,"{""edit_history_tweet_ids"": [""1592232936413499393""], ""id"": ""1592232936413499393"", ""text"": ""@firefly1379 @govt_corrupt Exactly, but they can - and did (and do in lunatic Trudeau\u2019s case) - make life shite!""}
",        Exactly but they can  and d and do in lunatic Trudeauus case  make life shite 
1609,"{""edit_history_tweet_ids"": [""1592232968042745856""], ""id"": ""1592232968042745856"", ""text"": ""@AndrewLawton Hey everybody look at me!""}
",       Hey everybody look at me 
1610,"{""edit_history_tweet_ids"": [""1592232971687563264""], ""id"": ""1592232971687563264"", ""text"": ""@CBCNews Give it to our veterans.""}
",       Give it to our veterans 
1611,"{""edit_history_tweet_ids"": [""1592232978356531200""], ""id"": ""1592232978356531200"", ""text"": ""@AndrewLawton It the conservative propaganda machine running out of misinformation that you are covering the PM\u2019s socks. As I say Rebel News Fake News""}
",       It the conservative propaganda machine running out of misinformation that you are covering the PMus socks As I say Rebel News Fake News 
1612,"{""edit_history_tweet_ids"": [""1592232987516891136""], ""id"": ""1592232987516891136"", ""text"": ""@MalatestaCarina @ChristineEliaz @USGOVIgnorance @TyrelWatching @TabethaWatching @RT_com @M_Simonyan @WatchingHawks @WatchingSean @ConchitaSarnoff @RachBlevins @ManilaChan @LeeCamp @TheResident @PressTV @real_alexm @thematthewcooke @scottienhughes @nadiratudor @saramdo17 @bdthomson @UN @FaranBalanced @LiuXininBeijing @Natashasweatte @DanielDumbrill @Brigida__Santos @OPCW @RandPaul @NATO @HMcPhersonMP @CBC @TruNews @AnitaAnandMP @CTV_PowerPlay @PaulWorkman @jimmy_dore @natalimorris @ClaytonMorris @AlboMP @JosepBorrellF @rafaelmgrossi @antonioguterres @globeandmail @mikelecouteur @wada_ama @RosieBarton @VassyKapelos Trudeau's \""Mean Girls\"" diplomacy offensive crashes &amp; burns at #G20 Summit in Bali, Indonesia. Trudeau is the turd in the punchbowl!\nCdnpoli polCan UKpolitics Auspol EUpol NZpol USpoli PnPCBC SKpoli https://t.co/axyIrfXGkR""}
",                                                      Trudeaus Mean Girls diplomacy offensive crashes amp burns at G Summit in Bali Indonesia Trudeau is the turd in the punchbowlnCdnpoli polCan UKpolitics Auspol EUpol NZpol USpoli PnPCBC SKpoli  
1613,"{""edit_history_tweet_ids"": [""1592232988569653248""], ""id"": ""1592232988569653248"", ""text"": ""@JustinTrudeau @RishiSunak What best describes Justin Trudeau?""}
",        What best describes Justin Trudeau 
1614,"{""edit_history_tweet_ids"": [""1592233008199004160""], ""id"": ""1592233008199004160"", ""text"": ""@JustinTrudeau @RishiSunak I'm extremely proud of PM Trudeau. In order to help Canadians &amp; save our healthcare system, he's made it super easy to get quick access to Medical Assistance in Dying. MAiD ensures only the brightest &amp; capable Canadians survive, helps grow our economy &amp; reduces health care costs.""}
",        Im extremely proud of PM Trudeau In order to help Canadians amp save our healthcare system hes made it super easy to get quick access to Medical Assistance in Dying MAiD ensures only the brightest amp capable Canadians survive helps grow our economy amp reduces health care costs 
1615,"{""edit_history_tweet_ids"": [""1592233007649550336""], ""id"": ""1592233007649550336"", ""text"": ""To quote Trudeau \u201c I admire China\u201d https://t.co/KKnZICVPXH""}
",      To quote Trudeau uc I admire Chinaud  
1616,"{""edit_history_tweet_ids"": [""1592233027421507586""], ""id"": ""1592233027421507586"", ""text"": ""Right. Bill C11 will censor and cancel the truth on the internet. You will be fed government propaganda. They want to totally control every move you make. https://t.co/GdT9GerFvO""}
",      Right Bill C will censor and cancel the truth on the internet You will be fed government propaganda They want to totally control every move you make  
1617,"{""edit_history_tweet_ids"": [""1592233033801007104""], ""id"": ""1592233033801007104"", ""text"": ""@denisebatters What do you care what we did to Indigenous children in Canada was #Genocide ? Why doesn't the @CPC_HQ acknowledge this fact""}
",       What do you care what we d to Indigenous children in Canada was Genoce  Why doesnt the  acknowledge this fact 
1618,"{""edit_history_tweet_ids"": [""1592233034027339776""], ""id"": ""1592233034027339776"", ""text"": ""@PierrePoilievre 2.80 something where i am in Ns. Gunna be hard to run the business this year when the federal grant that was i@posed on us comes through. \n\nTough times. The only people who are cheating for it are soft hand limp Fuck liberals lol""}
",        something where i am in Ns Gunna be hard to run the business this year when the federal grant that was i on us comes through nnTough times The only people who are cheating for it are soft hand limp Fuck liberals lol 
1619,"{""edit_history_tweet_ids"": [""1592233038381187077""], ""id"": ""1592233038381187077"", ""text"": ""@brianlilley It\u2019s called diplomacy.""}
",       Itus called diplomacy 
1620,"{""edit_history_tweet_ids"": [""1592233079489306625""], ""id"": ""1592233079489306625"", ""text"": ""Seriously, when is JT going to come out of the closet? https://t.co/eon5PqEDVp""}
",      Seriously when is JT going to come out of the closet  
1621,"{""edit_history_tweet_ids"": [""1592233083520307200""], ""id"": ""1592233083520307200"", ""text"": ""@globeandmail Poll: Is the war in \ud83c\uddfa\ud83c\udde6 over?""}
",       Poll Is the war in udcuddfaudcudde over 
1622,"{""edit_history_tweet_ids"": [""1592233087479742464""], ""id"": ""1592233087479742464"", ""text"": ""This is truly disturbing. Makes me cry. Poor man. https://t.co/rGvYUrHKzZ""}
",      This is truly disturbing Makes me cry Poor man  
1623,"{""edit_history_tweet_ids"": [""1592233111584215041""], ""id"": ""1592233111584215041"", ""text"": ""@AndrewLawton Don't you think there are more important things to worry about?""}
",       Dont you think there are more important things to worry about 
1624,"{""edit_history_tweet_ids"": [""1592233111647318016""], ""id"": ""1592233111647318016"", ""text"": ""@merry123459 Fords fault but Trudeau will get blamed by his followers, as for everything else in Ontario !""}
",       Fords fault but Trudeau will get blamed by his followers as for everything else in Ontario  
1625,"{""edit_history_tweet_ids"": [""1592233131796738048""], ""id"": ""1592233131796738048"", ""text"": ""@PierrePoilievre Yup and your sponsors keep making record profits. Nothing to do with the Liberals.""}
",       Yup and your sponsors keep making record profits Nothing to do with the Liberals 
1626,"{""edit_history_tweet_ids"": [""1592233138323075073""], ""id"": ""1592233138323075073"", ""text"": ""Do you think Trudeau and Liberals might be doing the same? Check out lovetarocchi's video! #TikTok https://t.co/Uh4lqqZcoq""}
",      Do you think Trudeau and Liberals might be doing the same Check out lovetarocchis veo TikTok  
1627,"{""edit_history_tweet_ids"": [""1592233150339481601""], ""id"": ""1592233150339481601"", ""text"": ""He mucks up everything he touches! So, what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead!!!!!\n\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9 https://t.co/sGxtDtuoJj""}
",      He mucks up everything he touches So what d we really expect from Justinflation The Turd the Lieberals the NDP and Jugheadnuddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudca  
1628,"{""edit_history_tweet_ids"": [""1592233160242520064""], ""id"": ""1592233160242520064"", ""text"": ""@LizSoylatte12 @Tetreau42 @maureenpolitics Then you know taxes imposed by Trudeau make things more expensive like everyone else right?""}
",         Then you know taxes imposed by Trudeau make things more expensive like everyone else right 
1629,"{""edit_history_tweet_ids"": [""1592233158036303872""], ""id"": ""1592233158036303872"", ""text"": ""@TheoFleury14 It must be weird for you to see what real courage looks like.""}
",       It must be weird for you to see what real courage looks like 
1630,"{""edit_history_tweet_ids"": [""1592233195172691968""], ""id"": ""1592233195172691968"", ""text"": ""@BrianCode7 @mattjohnstonca It will only happen when all Canadians lay complaints against Trudeau the liberal party, media and health departments. The institutions will never hold them to account. Canadians have to do it. It's why social Justice human rights courts exist. Just up to Canadians to use them.""}
",        It will only happen when all Canadians lay complaints against Trudeau the liberal party media and health departments The institutions will never hold them to account Canadians have to do it Its why social Justice human rights courts exist Just up to Canadians to use them 
1631,"{""edit_history_tweet_ids"": [""1592233198662356993""], ""id"": ""1592233198662356993"", ""text"": ""@globalnews More money laundering.""}
",       More money laundering 
1632,"{""edit_history_tweet_ids"": [""1592233206626951168""], ""id"": ""1592233206626951168"", ""text"": ""@TPostMillennial @NJMadeline It won\u2019t take  long and the government will be making this decision""}
",        It wonut take  long and the government will be making this decision 
1633,"{""edit_history_tweet_ids"": [""1592233204232380417""], ""id"": ""1592233204232380417"", ""text"": ""Canadian Attorney Collapses During Hearing on Trudeau Invoking \u2018Emergencies Act\u2019 amid Vax Protest - https://t.co/I0LBMIgIpK""}
",      Canadian Attorney Collapses During Hearing on Trudeau Invoking uEmergencies Actu am Vax Protest   
1634,"{""edit_history_tweet_ids"": [""1592233214307086336""], ""id"": ""1592233214307086336"", ""text"": ""@RebelNewsOnline He doesn\u2019t want to say that because he doesn\u2019t want to upset his idol""}
",       He doesnut want to say that because he doesnut want to upset his ol 
1635,"{""edit_history_tweet_ids"": [""1592233216421023746""], ""id"": ""1592233216421023746"", ""text"": ""@JaimeFraser @brianlilley Oh piss off with your blame Harper garbage. That\u2019s liberal play book 1. Pathetic dude. Trudeau selling us by the day \u2026 your response\u2026. It\u2019s Harper. Unbelievably pathetic""}
",        Oh piss off with your blame Harper garbage Thatus liberal play book  Pathetic dude Trudeau selling us by the day u your responseu Itus Harper Unbelievably pathetic 
1636,"{""edit_history_tweet_ids"": [""1592233224478294016""], ""id"": ""1592233224478294016"", ""text"": ""@dalybeauty @maxfawcett You think they\u2019ll voluntarily hand over their excess profits?\n\nNaive. \n\nOnly the government can force that.  \n\nThat would be the  Trudeau government.""}
",        You think theyull voluntarily hand over their excess profitsnnNaive nnOnly the government can force that  nnThat would be the  Trudeau government 
1637,"{""edit_history_tweet_ids"": [""1592233224771702792""], ""id"": ""1592233224771702792"", ""text"": ""Spinless Pussy!! https://t.co/e2aWj1vTzH""}
",      Spinless Pussy  
1638,"{""edit_history_tweet_ids"": [""1592233235613945857""], ""id"": ""1592233235613945857"", ""text"": ""@ryangerritsen There no words to describe how much I hate this man""}
",       There no words to describe how much I hate this man 
1639,"{""edit_history_tweet_ids"": [""1592233237417689089""], ""id"": ""1592233237417689089"", ""text"": ""Heard Trudeau was involved https://t.co/n3zjfv1WUO""}
",      Heard Trudeau was involved  
1640,"{""edit_history_tweet_ids"": [""1592233260494782465""], ""id"": ""1592233260494782465"", ""text"": ""@TheoFleury14 Someone should put T in 5 point restraint""}
",       Someone should put T in  point restraint 
1641,"{""edit_history_tweet_ids"": [""1592233260628979712""], ""id"": ""1592233260628979712"", ""text"": ""@TheTorontoSun LILLEY is an idiot, paid by fordnation.""}
",       LILLEY is an iot pa by fordnation 
1642,"{""edit_history_tweet_ids"": [""1592233270552715266""], ""id"": ""1592233270552715266"", ""text"": ""@AbuseCanada @AndrewLawton \u201cTrudeau shouldn\u2019t have attended an international summit and instead should have stated home for Remembrance Day\u201d\n\u201cOmg he\u2019s giving money for landmine clearing? He shouldn\u2019t spend money on international relations\u201d.\n\u201cHe embarrassed us internationally with socks!\u201d\n\nToo funny""}
",        ucTrudeau shouldnut have attended an international summit and instead should have stated home for Remembrance DayudnucOmg heus giving money for landmine clearing He shouldnut spend money on international relationsudnucHe embarrassed us internationally with socksudnnToo funny 
1643,"{""edit_history_tweet_ids"": [""1592233273409036288""], ""id"": ""1592233273409036288"", ""text"": ""@TPostMillennial Never would've expected the Canucks to be the first to go full-on Soylent Green. All that open space and fresh air. Maybe there's a reason the best horror directors are Canadian.""}
",       Never wouldve expected the Canucks to be the first to go fullon Soylent Green All that open space and fresh air Maybe theres a reason the best horror directors are Canadian 
1644,"{""edit_history_tweet_ids"": [""1592233280656523270""], ""id"": ""1592233280656523270"", ""text"": ""@CitizenFreePres Dr evil""}
",       Dr evil 
1645,"{""edit_history_tweet_ids"": [""1592233287011172353""], ""id"": ""1592233287011172353"", ""text"": ""@atRachelGilmore No shit Sherlock, how about some headlines on the failure of the liberal government to fund the health care system but making generous donations to foreign causes which are meaningless to the people of Canada but will win Trudeau a job at the UN when he gets kicked out""}
",       No shit Sherlock how about some headlines on the failure of the liberal government to fund the health care system but making generous donations to foreign causes which are meaningless to the people of Canada but will win Trudeau a job at the UN when he gets kicked out 
1646,"{""edit_history_tweet_ids"": [""1592233293944336385""], ""id"": ""1592233293944336385"", ""text"": ""@PierrePoilievre I cancelled Disney + but it has not made much of a difference..""}
",       I cancelled Disney  but it has not made much of a difference 
1647,"{""edit_history_tweet_ids"": [""1592233303847108608""], ""id"": ""1592233303847108608"", ""text"": ""@WeAreCanProud @JustinTrudeau good job !!! You need be be thrown out of office ! #TrudeauNationalDisgrace""}
",        good job  You need be be thrown out of office  TrudeauNationalDisgrace 
1648,"{""edit_history_tweet_ids"": [""1592233301192118274""], ""id"": ""1592233301192118274"", ""text"": ""What\u2019s with the Communist outfits. These people are insane! https://t.co/GEM5s5AgRs""}
",      Whatus with the Communist outfits These people are insane  
1649,"{""edit_history_tweet_ids"": [""1592233319273738241""], ""id"": ""1592233319273738241"", ""text"": ""@TheoFleury14 I am not clear where people think all this money is going? We are sending them way more money than they could possibly use for this war. Ukrainian officials now buying property in Switzerland and driving Lamborghinis.  The are just draining us.""}
",       I am not clear where people think all this money is going We are sending them way more money than they could possibly use for this war Ukrainian officials now buying property in Switzerland and driving Lamborghinis  The are just draining us 
1650,"{""edit_history_tweet_ids"": [""1592233329939845121""], ""id"": ""1592233329939845121"", ""text"": ""@WeAreCanProud So if I say he is an asshole I\u2019m wrong ?  I think the fuck not""}
",       So if I say he is an asshole Ium wrong   I think the fuck not 
1651,"{""edit_history_tweet_ids"": [""1592233350198349824""], ""id"": ""1592233350198349824"", ""text"": ""@PierrePoilievre Is this some kind of joke?\nWyf are you doing @PierrePoilievre?\nIs there not enough foreign interference to choose from for you to open your goddamn mouth?""}
",       Is this some kind of jokenWyf are you doing nIs there not enough foreign interference to choose from for you to open your goddamn mouth 
1652,"{""edit_history_tweet_ids"": [""1592233364425437187""], ""id"": ""1592233364425437187"", ""text"": ""Well. This just about settles it for me. Zelensky having a love-in with #BlackFaceHitler Trudeau sets off the BS alarms.\n\nI wonder which shell charity the money will be laundered through, now that WE is out of commission. https://t.co/PDqiZkekPC""}
",      Well This just about settles it for me Zelensky having a lovein with BlackFaceHitler Trudeau sets off the BS alarmsnnI wonder which shell charity the money will be laundered through now that WE is out of commission  
1653,"{""edit_history_tweet_ids"": [""1592233380674142208""], ""id"": ""1592233380674142208"", ""text"": ""@Flannel_Zamboni @ryangerritsen I'd like to see where he actually said that.""}
",        Id like to see where he actually sa that 
1654,"{""edit_history_tweet_ids"": [""1592233388785938432""], ""id"": ""1592233388785938432"", ""text"": ""@lamphieryeg In the late 90\u2019s the debt Trudeau Sr left Chretien became unsustainable.  We spent 15 years under Chretien and Harper being responsible and cleaning up the balance sheet.  Sad that 7 years under Trudeau 2.0 has undone all the sacrific and hard work.""}
",       In the late us the debt Trudeau Sr left Chretien became unsustainable  We spent  years under Chretien and Harper being responsible and cleaning up the balance sheet  Sad that  years under Trudeau  has undone all the sacrific and hard work 
1655,"{""edit_history_tweet_ids"": [""1592233410168233984""], ""id"": ""1592233410168233984"", ""text"": ""The Federal Government Admits Justin Trudeau didn\u2019t listen to Intelligence https://t.co/G7hc3l75j4 via @YouTube""}
",      The Federal Government Admits Justin Trudeau dnut listen to Intelligence  via  
1656,"{""edit_history_tweet_ids"": [""1592233418968174592""], ""id"": ""1592233418968174592"", ""text"": ""@RisingWarrior3 Never seen anything like it in my 63 years. Amazing once elected then the corruption starts.""}
",       Never seen anything like it in my  years Amazing once elected then the corruption starts 
1657,"{""edit_history_tweet_ids"": [""1592233416409616384""], ""id"": ""1592233416409616384"", ""text"": ""@kady @LeonaAlleslev @lraitt @DavidLametti @CTVNews @VassyKapelos @CBCNews @globalnews @RobertFife @MercedesGlobal @kateygoalie @Puglaas @JustinTrudeau @HedyFry @geoffregan @liberal_party @Rob_Oliphant @CommrRCMPGRC @CTV_PowerPlay @cafreeland @MinCanadaFA @mbouchardmtl @LoisLeeTV @MerellaCTV @calebmaupin @99freemind @wikileaks @TulsiGabbard @TruNews @realEdwardSzall @OSCE @UN @yfblanchet @CPC_HQ @theJagmeetSingh @RosieBarton @CBC @CBCMorningLive @CandiceBergenMP @NDP @antonioguterres @OlafScholz @NATO @rafaelmgrossi @mikelecouteur @ABDanielleSmith Trudeau's \""Mean Girls\"" diplomacy offensive crashes &amp; burns at #G20 Summit in Bali, Indonesia. Trudeau is the turd in the punchbowl!\nCdnpoli polCan UKpolitics Auspol EUpol NZpol USpoli PnPCBC SKpoli https://t.co/rGsugohiTk""}
",                                                    Trudeaus Mean Girls diplomacy offensive crashes amp burns at G Summit in Bali Indonesia Trudeau is the turd in the punchbowlnCdnpoli polCan UKpolitics Auspol EUpol NZpol USpoli PnPCBC SKpoli  
1658,"{""edit_history_tweet_ids"": [""1592233424206835712""], ""id"": ""1592233424206835712"", ""text"": ""Trudeau That. https://t.co/PuqJFvFY9N""}
",      Trudeau That  
1659,"{""edit_history_tweet_ids"": [""1592233426739945472""], ""id"": ""1592233426739945472"", ""text"": ""@AndrewLawton And this is important because\u2026 ?""}
",       And this is important becauseu  
1660,"{""edit_history_tweet_ids"": [""1592233436282245120""], ""id"": ""1592233436282245120"", ""text"": ""Omg Trudeau has destroyed us so Zelensky can buy more real estate in Switzerland while Canadians starve and freeze to death. https://t.co/J47o7EUoJA""}
",      Omg Trudeau has destroyed us so Zelensky can buy more real estate in Switzerland while Canadians starve and freeze to death  
1661,"{""edit_history_tweet_ids"": [""1592233472256798721""], ""id"": ""1592233472256798721"", ""text"": ""@erdocAA There is no bonus money for Trudeau/Ford connected contractors this time. So many \""contracts\"" went out during cv19 to a \""fake\"" business owned by a Trudeau/Ford friend/supporter, it's insane to read about""}
",       There is no bonus money for TrudeauFord connected contractors this time So many contracts went out during cv to a fake business owned by a TrudeauFord friendsupporter its insane to read about 
1662,"{""edit_history_tweet_ids"": [""1592233478787338241""], ""id"": ""1592233478787338241"", ""text"": ""@TheoFleury14 @theWesternPIE It seems many, many Canadians have had enough of Trudeau's BS.  https://t.co/20IAXY28LX""}
",        It seems many many Canadians have had enough of Trudeaus BS   
1663,"{""edit_history_tweet_ids"": [""1592233482113413121""], ""id"": ""1592233482113413121"", ""text"": ""@JamesBradleyCA Why are you always worried about stupid stuff?""}
",       Why are you always worried about stup stuff 
1664,"{""edit_history_tweet_ids"": [""1592233488580755457""], ""id"": ""1592233488580755457"", ""text"": ""@AnitaAnandMP @JustinTrudeau @oleksiireznikov @DefenceU Wakey Wakey \ud83d\udc40 \n\ud83d\udea8\ud83d\udea8\ud83d\udca3\ud83d\udca3\ud83d\udca5\ud83d\udca5\ud83d\udc47\ud83d\udc47\nJustin Trudeau donated $20 million to the Clinton foundation \ud83e\udd2b\ud83e\udd10\nJust sayin \ud83d\ude09 \n#JustinTrudeauMustGo \n#TrudeauMustGo\n#LiberalsMustGo \n\nhttps://t.co/Uv7121HzPe""}
",          Wakey Wakey uddudc nuddudeauddudeauddudcauddudcauddudcauddudcauddudcuddudcnJustin Trudeau donated  million to the Clinton foundation udeuddbudeuddnJust sayin uddude nJustinTrudeauMustGo nTrudeauMustGonLiberalsMustGo nn 
1665,"{""edit_history_tweet_ids"": [""1592233490380386305""], ""id"": ""1592233490380386305"", ""text"": ""@TwitterSupport @elonmusk \nNo internet (feed) issues, massive freeze, several times a day in Canada.\nAny topics going against Trudeau's narrative.\n\nCensure Bill C-11 already applied for Twitter? https://t.co/TF0xTJmVjo""}
",        nNo internet feed issues massive freeze several times a day in CanadanAny topics going against Trudeaus narrativennCensure Bill C already applied for Twitter  
